"dataset","dataset_label","replicate","scenario","method","n_taxa","n_available","availability_rate","n_rejections","type1_error"
"NogueraJulianHIV","Noguera-Julian HIV",14,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",14,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",15,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",15,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",15,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",15,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",15,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",15,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",16,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",16,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",16,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",16,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",16,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",16,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",17,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",17,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",17,"balanced","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",17,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",17,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",17,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",18,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",18,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",18,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",18,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",18,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",18,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",19,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",19,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",19,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",19,"fourfold","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",19,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",19,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",20,"balanced","DASRA",30,30,1,6,0.2
"NogueraJulianHIV","Noguera-Julian HIV",20,"balanced","ZINQ",30,30,1,8,0.266666666666667
"NogueraJulianHIV","Noguera-Julian HIV",20,"balanced","MaAsLin3",30,30,1,7,0.233333333333333
"NogueraJulianHIV","Noguera-Julian HIV",20,"fourfold","DASRA",30,30,1,10,0.333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",20,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",20,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",21,"balanced","DASRA",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",21,"balanced","ZINQ",30,30,1,7,0.233333333333333
"NogueraJulianHIV","Noguera-Julian HIV",21,"balanced","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",21,"fourfold","DASRA",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",21,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",21,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",22,"balanced","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",22,"balanced","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",22,"balanced","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",22,"fourfold","DASRA",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",22,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",22,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",23,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",23,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",23,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",23,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",23,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",23,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",24,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",24,"balanced","ZINQ",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",24,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",24,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",24,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",24,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",25,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",25,"balanced","ZINQ",30,30,1,5,0.166666666666667
"NogueraJulianHIV","Noguera-Julian HIV",25,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",25,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",25,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",25,"fourfold","MaAsLin3",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",26,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",26,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",26,"balanced","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",26,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",26,"fourfold","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",26,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",27,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",27,"balanced","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",27,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",27,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",27,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",27,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",28,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",28,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",28,"balanced","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",28,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",28,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",28,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",29,"balanced","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",29,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",29,"balanced","MaAsLin3",30,30,1,5,0.166666666666667
"NogueraJulianHIV","Noguera-Julian HIV",29,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",29,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",29,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",30,"balanced","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",30,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",30,"balanced","MaAsLin3",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",30,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",30,"fourfold","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",30,"fourfold","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",31,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",31,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",31,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",31,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",31,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",31,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",32,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",32,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",32,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",32,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",32,"fourfold","ZINQ",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",32,"fourfold","MaAsLin3",30,30,1,6,0.2
"NogueraJulianHIV","Noguera-Julian HIV",33,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",33,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",33,"balanced","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",33,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",33,"fourfold","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",33,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",34,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",34,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",34,"balanced","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",34,"fourfold","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",34,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",34,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",35,"balanced","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",35,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",35,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",35,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",35,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",35,"fourfold","MaAsLin3",30,30,1,7,0.233333333333333
"NogueraJulianHIV","Noguera-Julian HIV",36,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",36,"balanced","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",36,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",36,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",36,"fourfold","ZINQ",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",36,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",37,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",37,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",37,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",37,"fourfold","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",37,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",37,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",38,"balanced","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",38,"balanced","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",38,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",38,"fourfold","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",38,"fourfold","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",38,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",39,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",39,"balanced","ZINQ",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",39,"balanced","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",39,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",39,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",39,"fourfold","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",40,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",40,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",40,"balanced","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",40,"fourfold","DASRA",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",40,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",40,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",41,"balanced","DASRA",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",41,"balanced","ZINQ",30,30,1,4,0.133333333333333
"NogueraJulianHIV","Noguera-Julian HIV",41,"balanced","MaAsLin3",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",41,"fourfold","DASRA",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",41,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",41,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",42,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",42,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",42,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",42,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",42,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",42,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",43,"balanced","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",43,"balanced","ZINQ",30,30,1,3,0.1
"NogueraJulianHIV","Noguera-Julian HIV",43,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",43,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",43,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",43,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",44,"balanced","DASRA",30,30,1,2,0.0666666666666667
"NogueraJulianHIV","Noguera-Julian HIV",44,"balanced","ZINQ",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",44,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",44,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",44,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"NogueraJulianHIV","Noguera-Julian HIV",44,"fourfold","MaAsLin3",30,30,1,0,0
"NogueraJulianHIV","Noguera-Julian HIV",45,"balanced","DASRA",30,30,1,4,0.133333333333333
