"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"cdi_schubert","Acidaminococcus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.65773539019147,0.65773539019147,0.65773539019147,0.837279955510576,0.837279955510576,FALSE,,0.44304195262091,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Actinomyces","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.218830513955944,0.218830513955944,0.218830513955944,0.400335984087822,0.400335984087822,FALSE,,-1.22964381769413,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Akkermansia","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.38121040924791,0.38121040924791,0.38121040924791,0.559108600230268,0.559108600230268,FALSE,,0.875668252317837,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Alistipes","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.000230370900022241,0.000230370900022241,0.000230370900022241,0.00182778098557347,0.00182778098557347,TRUE,,3.68314846190032,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Anaerococcus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.725993466199574,0.725993466199574,0.725993466199574,0.890166829164527,0.890166829164527,FALSE,,-0.350460050816964,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Anaerofilum","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0794242485877522,0.0794242485877522,0.0794242485877522,0.170471557944444,0.170471557944444,FALSE,,1.75403652625168,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Anaerostipes","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00533213881180295,0.00533213881180295,0.00533213881180295,0.0195511756432775,0.0195511756432775,TRUE,,2.7862520817487,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Anaerovorax","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00823152752350219,0.00823152752350219,0.00823152752350219,0.026182310359112,0.026182310359112,TRUE,,2.64242260733655,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Arthrobacter","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.850883357210943,0.850883357210943,0.850883357210943,0.994970409420669,0.994970409420669,FALSE,,0.18799144539471,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Bacteroides","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0343960354400564,0.0343960354400564,0.0343960354400564,0.0913223636604925,0.0913223636604925,FALSE,,2.11539805493987,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Barnesiella","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.000665355897665135,0.000665355897665135,0.000665355897665135,0.00418223707103799,0.00418223707103799,TRUE,,3.40347053284833,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Bifidobacterium","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.227463627322626,0.227463627322626,0.227463627322626,0.400335984087822,0.400335984087822,FALSE,,-1.20691825330634,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Bilophila","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0401069682210718,0.0401069682210718,0.0401069682210718,0.0980392556515089,0.0980392556515089,FALSE,,2.05264553182315,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Blautia","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00326709063286132,0.00326709063286132,0.00326709063286132,0.015097058486261,0.015097058486261,TRUE,,2.94142204560895,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Buttiauxella","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0352836405051903,0.0352836405051903,0.0352836405051903,0.0913223636604925,0.0913223636604925,FALSE,,-2.10508809313493,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Butyricicoccus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00419445086225518,0.00419445086225518,0.00419445086225518,0.0169418070113905,0.0169418070113905,TRUE,,2.86315517637644,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Butyricimonas","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00170344540074422,0.00170344540074422,0.00170344540074422,0.00881783501561713,0.00881783501561713,TRUE,,3.13758729634388,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Citrobacter","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",FALSE,"Conditional-present fit retained a non-negligible gradient",1,1,1,1,1,FALSE,,,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Cloacibacillus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",FALSE,"Positive-count model design was rank deficient",1,1,1,1,1,FALSE,,,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_IV","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.000198713406637968,0.000198713406637968,0.000198713406637968,0.00174867797841412,0.00174867797841412,TRUE,,3.72064652747201,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_sensu_stricto","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.08881425449716,0.08881425449716,0.08881425449716,0.186087009422621,0.186087009422621,FALSE,,-1.70168595591286,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_XI","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.448751371740045,0.448751371740045,0.448751371740045,0.636937430856839,0.636937430856839,FALSE,,-0.757498320446241,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_XlVa","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00157213402491521,0.00157213402491521,0.00157213402491521,0.00864673713703364,0.00864673713703364,TRUE,,3.16102796782174,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_XlVb","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",1.35759177855992e-08,1.35759177855992e-08,1.35759177855992e-08,5.97340382566364e-07,5.97340382566364e-07,TRUE,,5.6786534922324,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Clostridium_XVIII","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.214375498563419,0.214375498563419,0.214375498563419,0.400335984087822,0.400335984087822,FALSE,,1.24162352310577,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Coprobacillus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.381087804348956,0.381087804348956,0.381087804348956,0.559108600230268,0.559108600230268,FALSE,,0.875893737514535,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Coprococcus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.000113190961648813,0.000113190961648813,0.000113190961648813,0.00110675606945506,0.00110675606945506,TRUE,,3.8604228807943,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Desulfovibrio","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.883740316728271,0.883740316728271,0.883740316728271,0.994970409420669,0.994970409420669,FALSE,,0.146229375221712,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Dialister","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0201501242541165,0.0201501242541165,0.0201501242541165,0.0591070311454085,0.0591070311454085,FALSE,,2.32354069269671,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Dorea","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.00149045537676998,0.00149045537676998,0.00149045537676998,0.00864673713703364,0.00864673713703364,TRUE,,3.17653551734675,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Enterococcus","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.126042016604945,0.126042016604945,0.126042016604945,0.25208403320989,0.25208403320989,FALSE,,-1.52989784610946,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Erysipelotrichaceae_incertae_sedis","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.0571637791842884,0.0571637791842884,0.0571637791842884,0.130998093454525,0.130998093454525,FALSE,,1.90205641859497,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Ethanoligenens","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.257860392686889,0.257860392686889,0.257860392686889,0.430108559706154,0.430108559706154,FALSE,,1.13146270375058,"score z; positive values indicate greater structural absence in the comparison group",,
"cdi_schubert","Eubacterium","DASRA structural absence","DASRA","structural absence","H","CDI","age_z + sex + antibiotics_3mo + group",TRUE,"Available",0.326457582792788,0.326457582792788,0.326457582792788,0.504004689223953,0.504004689223953,FALSE,,0.981274117374644,"score z; positive values indicate greater structural absence in the comparison group",,
